"","x1","x2"
"1",8.24826888632908,10.6572166872081
"2",11.0423279753924,11.5344547152141
"3",10.9837144850819,10.4749919243063
"4",7.97985253430532,10.5532106185278
"5",10.2750124546287,9.32202880068491
"6",9.70452279160226,11.4346509056265
"7",9.71111363196525,11.0369200509702
"8",9.88399520199909,9.01342545480568
"9",9.81886321942452,9.74843760028752
"10",9.90039184135801,11.554735240631
"11",10.0146900140803,8.03759185686624
"12",9.95739252679436,12.1469810546082
"13",10.5576333509097,9.31766577555162
"14",9.24316318370513,10.9256285621952
"15",10.2961450395016,10.2559393263606
"16",10.4804480601645,11.7554572137049
"17",7.73522188176375,9.8991730052252
"18",7.70604323987647,10.4848222157331
"19",10.8161191054108,11.8295016580118
"20",9.34113776832955,11.9821468713077
"21",10.0374455285691,11.2739464362485
"22",10.3219546444857,8.32401252391143
"23",9.66839935288451,10.4988207504943
"24",8.50228327842754,10.4473445650917
"25",9.16758362780226,10.4031189060578
"26",11.1013070755095,9.07690424384665
"27",8.35054316309222,12.0942075028575
"28",13.2262247125393,10.7037584149548
"29",12.6206814608375,9.64321441850895
"30",9.56049899835614,13.0535893982558
"31",9.17509913537404,11.4309345524382
"32",9.99140339505596,11.4803064879497
"33",9.97765687882552,10.0185245063821
"34",9.09095419310574,12.0591283762928
"35",9.65305271907802,10.7082483812609
"36",10.7894478532384,8.98702374373151
"37",8.95055933938069,10.3163613650809
"38",11.3553141543541,10.8991761960306
"39",8.93191358936706,11.5678894198258
"40",8.8871288646875,10.4698163049067
"41",10.0724357838512,10.6439479133986
"42",10.5497638771747,10.0769577180005
"43",11.1651517357672,11.0140184122807
"44",10.0148709538618,10.8786049603441
"45",8.07426543939282,11.9671071739271
"46",10.5122433524514,11.4806307742616
"47",9.4681024282599,9.75632893258206
"48",9.65803157045676,10.7779135382857
"49",9.39384558516116,11.9566514197878
"50",9.32666994251331,9.4344697349077
"51",9.30102683172935,11.3078204023232
"52",10.3250676542383,11.6242359119937
"53",9.19969537465272,11.2190117298189
"54",8.994808993135,11.8692046743368
"55",10.1427638478573,12.2178423181437
"56",8.01201836542386,12.4422284734365
"57",10.55184071036,9.1761804899734
"58",9.40568635196615,10.5704328086041
"59",9.81753805533102,10.2282530449721
"60",10.8621481048502,10.2150098732
"61",9.62985264162546,10.1821633516645
"62",9.2180467509457,9.12612681032565
"63",10.1747186260756,11.8210646559633
"64",11.3761308786232,12.2313187548076
"65",9.33661404565619,10.4085922007726
"66",10.2786344872353,11.6429779390809
"67",9.42236487435792,10.631244781978
"68",10.2408174445021,11.3970649010166
"69",11.8135642134425,10.4770627794977
"70",10.2164349881098,11.0571597885257
"71",8.98933978114135,11.6198060388751
"72",10.2459742490116,8.2152042826148
"73",10.4011193684435,12.4346370685286
"74",8.27788755824723,12.2318277948266
"75",10.7117318754149,11.7406882569097
"76",9.63179423918666,8.99215483577356
"77",9.67211578164583,10.7030010504146
"78",9.71674024780031,9.27658484268961
"79",8.40294083925095,9.02015266412145
"80",8.62206567304883,12.167840288002
"81",9.93719414500517,10.1950378747873
"82",10.428614743405,10.6710950963742
"83",10.859884974323,10.2114274140333
"84",9.64712437085817,11.9865966521118
"85",9.5738220552256,10.7028844180914
"86",10.0168964091445,9.70235259006421
"87",8.15627958206031,11.8525627835689
"88",10.5563412073045,10.7622344375396
"89",10.3800336253829,10.7947047107439
"90",10.7461378551138,10.5238324060654
"91",8.95753256717117,10.0929443337213
"92",11.1029332735682,9.73817865588453
"93",10.6674137020474,9.84614426405976
"94",10.7822179434503,10.7685811061312
"95",10.2249714763001,10.7115092662865
"96",9.4827876325917,11.2657860125922
"97",10.756857052251,11.2663626626903
"98",10.2923614352353,10.4431216110358
"99",9.81017496928188,10.3359758344841
"100",9.64049929488074,11.3471398555982
"101",8.53314195614669,11.5959402506413
"102",9.74300878935476,9.60777517775547
"103",10.2239415457026,11.02084117393
"104",9.09542104902599,12.3945063744275
"105",10.1566223263819,12.0578501187495
"106",7.91174180795264,7.74822326804436
"107",10.2662070462916,12.3534615288584
"108",11.0553087474766,10.1941359895812
"109",12.0145977121027,11.1621521977166
"110",11.8116231508543,10.3897812330649
"111",10.2664480070344,8.83906677168084
"112",10.5777654799938,10.7374946186213
"113",10.3892350783621,10.1899613978538
"114",8.17997618246919,9.85345672304195
"115",8.81129423578654,9.65796768983481
"116",10.6573720710853,9.09250211619659
"117",10.0049312534878,11.679690897255
"118",8.29838214929972,8.70285404137325
"119",7.85462402745195,11.9108604422895
"120",10.0952642915108,9.72476349929119
"121",7.74514375746806,11.7451753496257
"122",8.42573640255911,8.71826908842261
"123",9.37531187960183,9.41140086653113
"124",10.3310107620536,10.0369680938468
"125",11.1804676715671,10.8313909900935
"126",9.61328992696293,10.393550060732
"127",10.13334868097,10.747294525768
"128",8.81567023108826,9.98208317667897
"129",11.4102071029251,12.3257081411666
"130",10.8628175667082,12.1960974178349
"131",8.98385669505965,11.4224296174519
"132",11.9196493954864,9.26025417768946
"133",10.7826849560465,10.9335474690667
"134",8.82156010468227,10.3393954655833
"135",10.2872380706405,12.2408579307978
"136",9.12509160296754,10.3249989573161
"137",8.92350000441449,10.1682205385487
"138",8.81055860766648,10.0624296802527
"139",10.0645869612268,10.1056064795887
"140",8.09331970549708,11.4618443808658
"141",10.104536119776,10.7609776561863
"142",10.1810326490948,11.3869697319376
"143",10.1401573570176,9.53536211889074
"144",10.7967164880489,10.3601436174984
"145",10.8562165613346,9.70087117845137
"146",8.60640761626607,11.3692644019159
"147",10.6985404489588,11.8117767530114
